1,—
1,’
1,abacws.
1,abaty
1,abdomen,
1,abdomen.
1,abel
1,aberaeron.
1,abercarn
1,aberconwy
1,abercraf,
1,aberdaugleddau,
1,aberdaugleddau.
1,aberfan?
1,abergwaun
1,abermaw
1,aberoedd
1,abertawe,
1,abertawe?
1,aberteifi,
1,abertyleri.
1,abl
1,abnormaleddau
1,abraham
1,abram
1,absoliwt.
1,ac,
1,academaidd,
1,academi.
1,academi'r
1,academydd
1,acennog.
1,acer
1,aceri
1,a’ch
1,â’ch
1,achau
1,achau,
1,achlysur,
1,achlysurol.
1,achlysuron
1,achos,
1,achos-effaith
1,achosi.
1,achosion,
1,achosir
1,achoswyd
1,achub,
1,achubiaeth
1,achubodd
1,achubwyd
1,acne.
1,acrylig
1,acsiwn,
1,actifedig
1,actiwaili
1,actiwali
1,actor,
1,actor.
1,actor?
1,actorion
1,acw!
1,adam,
1,adar,
1,adawodd
1,adawsom.
1,adborth.
1,adda
1,ad-daliad.
1,addas?
1,addasa
1,addasydd
1,addawol.
1,addewid
1,addewid,
1,addewid.
1,addfwyn
1,addfwyn.
1,addoldy
1,addoli
1,addoli,
1,addoli?
1,addoli’n
1,ad-drefnu
1,addurn
1,addurnedig
1,addurnid
1,addurno.
1,addysgiadol.
1,addysgol,
1,addysgu.
1,addysgu’r
1,adeg.
1,adeg?
1,adegau.
1,adeiladau.
1,adeiladau'r
1,adeiladol
1,adeiladu'r
1,adeiladwaith
1,adeiladydd
1,adeiledd
1,adfail
1,adfeddiannu
1,adfeiliedig.
1,adfeilio
1,adfeilion;
1,adfer.
1,adferiad
1,adfyfyrio
1,adfyfyriol
1,adio,
1,adio’r
1,adlamu
1,adleoliad
1,adleoli’n
1,adlewyrchiad
1,adlewyrchwyd
1,adlifol.
1,adlodd,
1,adloniannol.
1,adluniwyd
1,adnabod,
1,adnabyddir
1,adneuwyd
1,adnewyddu.
1,adnod
1,adnod.
1,adnodd,
1,adnodd.
1,adobe
1,adolygir
1,adolygwyr
1,adolygwyr.
1,adra,
1,adra?
1,adra’.
1,adran.
1,adrannau'r
1,adre,—adeilad
1,adre’n
1,adroddiad.
1,adwaenir
1,adweithio
1,adweithio.
1,adwy
1,adwy.
1,adwy’r
1,adwythig
1,adyn
1,aeaf.
1,aeddfed
1,aeddfed,
1,aeddfedrwydd
1,ael
1,aelod.
1,aelodau,
1,aelwyd,
1,aelwyd.
1,aelwydydd
1,aem
1,aer.
1,aeth,
1,af
1,afael.
1,afaelodd
1,afal.
1,afalau,
1,afan,
1,affganistan.
1,affin
1,affliw
1,affrica,
1,afghanistan
1,afiach
1,afiach.
1,afiechydon.
1,aflan,
1,aflan.
1,aflem
1,aflem,
1,aflem.
1,aflonyddu
1,aflonyddwch
1,aflonyddwch.
1,aflwyddiannus
1,aflwyddiant
1,aflwyddo
1,afon?
1,afonig.
1,afradlonedd
1,afreolaidd
1,afreolaidd.
1,afreoleidd-dra
1,afreolus
1,afreolus.
1,african
1,afrosgo,
1,afu
1,aga.
1,agen
1,agenda.
