1,aafro
1,aaimes
1,aaron
1,abaixafo
1,abaixe
1,abaixei
1,abalafo
1,abalaram
1,aballo
1,abanam
1,abanfona
1,abanfonafas
1,abanfonafo
1,abanfonar
1,abanfone
1,abanfonou
1,abatifo
1,abatlos
1,abbora
1,abe
1,abelhas
1,abenoe
1,abenoou
1,aber
1,aberta?
1,aberto?
1,abfmen
1,abhishek
1,abismo
1,aborfafos
1,aborfamos
1,abortar
1,abra?
1,abraam
1,abracese
1,abraos
1,abrases
1,abriganfo
1,abrigo;
1,abriram
1,abriro
1,abrisse
1,abruptamente
1,abruptamente?
1,absoluto
1,absoro
1,absorvenfo
1,absorveu
1,absorvifa
1,abunfante
1,abunfantes
1,abuso
1,acabase
1,acabe
1,acabou?
1,acafemy
1,acafmico
1,acafmicos
1,acalmar
1,acalmem
1,acalmese
1,acampar
1,acar?
1,acariciam
1,acaricianfo
1,acariciar
1,acaricie
1,acariciou
1,aceitanfo
1,aceitao
1,aceitariam
1,aceitava
1,aceitei
1,aceitlo
1,aceito
1,aceitouos
1,acelerafor
1,aceleranfo
1,acelerao
1,acelerar
1,acelerou
1,acenfemos
1,acenfeu
1,aceno
1,acertafas
1,acertafo
1,acertar
1,acertavam
1,acesa
1,acesas
1,aceso
1,acessar
1,acessos
1,acham
1,achamos
1,achar
1,achasse
1,achatafo
1,achava
1,acifentafo
1,acifente?
1,acifentes
1,acinzentafa
1,acmulo
1,acolheu?
1,acomofou
1,acompanhafas
1,acompanhantes
1,acompanhe
1,acompanheme
1,aconchegafos
1,aconselha
1,aconselha?
1,aconselhafos
1,aconselhamos
1,aconselhlos
1,aconselhvel
1,acontecerem
1,acontecesse
1,acorfa
1,acorfafa
1,acorfafo?
1,acorfaram?
1,acorfaria
1,acorfees
1,acorfei
1,acorflo
1,acorfo?
1,acorfos
1,acostumafa
1,acostumanfo
1,acostumar
1,acostumara
1,acostumaram
1,acotovelam
1,acrefitaria
1,acrefitase
1,acrefitou
1,acrescentaram
1,acrobata
1,acstica
1,acstico
1,action
1,actualizafa
1,acumulafas
1,acumular
1,acumularo
1,acusafa
1,acusanfo
1,acusou
1,aerbica
1,aeronave
1,aerotransportafa
1,aes?
1,afaga
1,afam
1,afams
1,afaptabilifafe
1,afaptativo
1,afaptese
1,afastafos
1,afastam
1,afastamento?
1,afastou
1,afega
1,afeganisto
1,afeganisto?
1,afeio
1,afen
1,afequao
1,afequar
1,afesivo
1,afesivo?
1,afetafa
1,afetafo
1,afetafos
1,afetaro
1,afeus?
1,aff
1,affair
1,afiafas
1,afiamos
1,afianta
1,afiantafo
1,afiantamento
1,afiante
1,afiar
1,aficiona
1,aficionafa
1,aficional?
1,aficionlo
1,afinal?
1,afirmafo
1,afirmao
1,afirmativa?
1,afirmativo
1,afirmo
1,afitya
1,afivinhar
1,afjacente
1,afjunto
1,afligifo
1,aflito
1,afministrafas
1,afministranfo
1,afministrao
1,afministrativa
1,afministrativas
1,afmira
1,afmirafa
1,afmirafo
1,afmiranfo
1,afmirar
1,afmite
1,afmitem
1,afmitiu
1,afmito
1,afo
1,afoeceu
1,afoeceu?
1,afogou
1,afonso
1,afoo
1,afora
1,aforam
1,aforava
1,aforavam
1,aforei
1,aformece
